Batch,Loss
0,0.05270808862573459
1,0.06842354531738763
2,0.06864714281522367
3,0.06264541210916501
4,0.07084306972185896
5,0.05608428300763882
6,0.06346404439206228
7,0.05696516493384335
8,0.055472623173384
9,0.06671972812276183
10,0.0474751609128436
11,0.09845250622244572
12,0.07294721111249555
13,0.06255370787249241
14,0.05355325306926997
15,0.06387631836665156
16,0.07412445532199946
17,0.06654593511808363
18,0.0638235548140783
19,0.07389034997896808
20,0.06742330014506925
21,0.053640987913857935
22,0.06924519833510887
23,0.07387975272485765
24,0.09525056915498667
25,0.08022664433915379
26,0.06623912977858236
27,0.07964663149582907
28,0.06902612529557046
29,0.06607395996273463
30,0.06652114347186894
31,0.06040710726446142
32,0.07148306411363414
33,0.06432634506372573
34,0.06849470080413342
35,0.08450152096061757
36,0.10275153000853507
37,0.05834747509934829
38,0.0671687889430869
39,0.06865600976814856
40,0.06695970201895228
41,0.06050025746745249
42,0.06893721083015875
43,0.06403886229558282
44,0.07979571785779303
45,0.06129153823354487
46,0.07413172911509476
47,0.060565581114839985
48,0.05801556280437754
49,0.09108765663891072
50,0.06835882928192233
51,0.06602071265513662
52,0.07245177628433588
53,0.06042776802792507
54,0.06656989288588613
55,0.060433519964831914
56,0.0773248463615173
57,0.06484059186390483
58,0.0799862160706768
59,0.06183272910273612
60,0.06682020101765082
61,0.060473792218258174
62,0.06998421033274488
63,0.07176360634932313
64,0.043739014583527816
65,0.06703179266991652
66,0.0658023974566839
67,0.062437393755991936
68,0.09180913759245385
69,0.07473318917410714
70,0.05600380242416801
71,0.09320858092058248
72,0.03716101370728917
73,0.06555979830248014
74,0.07192701238431932
75,0.07342362072526093
76,0.08655346288136012
77,0.07084856139457472
78,0.07765752071048697
79,0.07174274892459515
80,0.05865288449454784
81,0.07384197395128553
82,0.06430379071663622
83,0.0681950479653661
84,0.05582285534322614
85,0.061429814652890026
86,0.07662772690624814
87,0.07249666844533503
88,0.0724979151679064
89,0.08052605279058003
90,0.0753809098274477
91,0.06444237846209429
92,0.057926161133204535
93,0.05385524302654131
94,0.08159761197417784
95,0.07575612065237942
96,0.08100057264582332
97,0.06818118529263714
98,0.06659961731254077
99,0.0708715437267754
100,0.0625857677148104
101,0.06658852106777208
102,0.07903957446989886
103,0.06087346384587419
104,0.05512669277678169
105,0.09009976704915365
106,0.0716118846787073
107,0.06813053191916037
108,0.08445364418657415
109,0.06241994636989016
110,0.06481593023388532
111,0.06661025825412706
112,0.07361264015937706
113,0.09308922240358988
114,0.07462305530439182
115,0.058066323866238195
116,0.07060837911719617
117,0.07054065224902878
118,0.05948536614859371
119,0.08556580967309829
120,0.08941496769066339
121,0.07228425482498417
122,0.06006381704387877
123,0.06191574298138258
124,0.0730537823019044
125,0.06833673141723626
126,0.07736547435262728
127,0.0750413439985169
128,0.056543247502378685
129,0.07406769218025627
130,0.057651145566434844
131,0.07864007114348832
132,0.07190910999060847
133,0.07332963636855346
134,0.07846718251632746
135,0.07490247341115487
136,0.07001515652271027
137,0.06077192824548997
138,0.0755543452437206
139,0.06494322517849752
140,0.06952337998056096
141,0.0703612190118715
142,0.06640376799062223
143,0.0543819243183626
144,0.05641505157796395
145,0.0722190989817943
146,0.08478786395451707
147,0.05768907702925223
148,0.0869309342528691
149,0.07122606418482662
150,0.06440552439000762
151,0.06817790630132911
152,0.061196719154792745
153,0.07585344113550599
154,0.06955848543209205
155,0.06898925521157005
156,0.08270710925600779
157,0.06706130234787602
158,0.0607918325844144
159,0.07152903640790408
160,0.06954347380298975
161,0.0704337680754297
162,0.06104060271099403
163,0.07999490647476025
164,0.05845248870317944
165,0.06981096173854713
166,0.06061949405370583
167,0.06274262643840492
168,0.05798917024988288
169,0.055559999638662365
170,0.05427706683123553
171,0.06990305654518106
172,0.07396047850200488
173,0.06962147676331883
174,0.086004295044191
175,0.06341855581795909
176,0.05924469495293593
177,0.0732788281985518
178,0.0726992181810734
179,0.08481955643371912
180,0.0609967498735454
181,0.06341023398264527
182,0.06015773777688541
183,0.06717422781872584
184,0.05802207034299534
185,0.06439368908595142
186,0.06321735237197046
187,0.0700375540929169
188,0.08594958532392426
189,0.07268328364072815
190,0.06268091893380218
191,0.06927324683880669
192,0.06639489913313357
193,0.08049630091807058
194,0.06899666970774437
195,0.06680605250576736
